"LOINC_NUM","LONG_COMMON_NAME"
"77657-5","Diploid cells in G1 phase/cells in Cells.XXX by Flow cytometry (FC)"
"77658-3","Aneuploid cell population in G2 phase/cells in Cells.XXX by Flow cytometry (FC)"
"77659-1","Aneuploid cell population in S phase/cells in Cells.XXX by Flow cytometry (FC)"
"77660-9","Aneuploid cell population 2 in G2 phase/cells in Cells.XXX by Flow cytometry (FC)"
"77661-7","Aneuploid cell population 2 in S phase/cells in Cells.XXX by Flow cytometry (FC)"
"77662-5","Diploid G1 phase cell population peak channel [#] in Cells.XXX by Flow cytometry (FC)"
"77663-3","Aneuploid G1 phase cell population peak channel [#] in Cells.XXX by Flow cytometry (FC)"
"77664-1","Aneuploid G1 phase cell population 2 peak channel [#] in Cells.XXX by Flow cytometry (FC)"
"77665-8","Dexamethasone [Mass] of Dose"
"77666-6","Methicillin resistance mecA mRNA [Presence] by FISH in Positive blood culture"
"77667-4","Calcitonin [Moles/volume] in Serum or Plasma --2 minutes post XXX challenge"
"77668-2","Calcitonin [Moles/volume] in Serum or Plasma --5 minutes post XXX challenge"
"7766-9","English Walnut Pollen IgE Ab [Units/volume] in Serum"
"77669-0","Calcitonin [Moles/volume] in Serum or Plasma --30 minutes post XXX challenge"
"77670-8","Gastrin [Moles/volume] in Serum or Plasma --pre XXX challenge"
"77671-6","Gastrin [Moles/volume] in Serum or Plasma --1 minute post XXX challenge"
"77672-4","Gastrin [Moles/volume] in Serum or Plasma --3 minutes post XXX challenge"
"77673-2","Gastrin [Moles/volume] in Serum or Plasma --5 minutes post XXX challenge"
"77674-0","Gastrin [Moles/volume] in Serum or Plasma --10 minutes post XXX challenge"
"77675-7","Gastrin [Moles/volume] in Serum or Plasma --15 minutes post XXX challenge"
"77676-5","Gastrin [Moles/volume] in Serum or Plasma --30 minutes post XXX challenge"
"7767-7","Walnut IgG Ab [Units/volume] in Serum"
"77677-3","Glucose [Moles/volume] in Serum, Plasma or Blood --2 hours post meal"
"77678-1","Insulin-like growth factor-I [Mass/volume] in Serum or Plasma --2.5 hours post XXX challenge"
"77679-9","Insulin-like growth factor-I [Mass/volume] in Serum or Plasma --3 hours post XXX challenge"
"77680-7","Renin [Mass/volume] in Plasma --4 hours post XXX challenge"
"77681-5","Glucose [Moles/volume] in Serum or Plasma --11 hour post XXX challenge"
"77682-3","Staphylococcus aureus methicillin resistance SCCmec+orfX junction [Presence] in Nose by NAA with probe detection"
"77683-1","Thrombin activatable fibrinolysis inhibitor [Units/volume] in Platelet poor plasma by Chromogenic method"
"77684-9","Legionella pneumophila 1 Ag [Presence] in Urine by Rapid immunoassay"
"7768-5","Yellow Jacket IgG Ab [Units/volume] in Serum"
"77685-6","HIV 1 and 2 IgG Ab [Identifier] in Serum or Plasma by Immunoblot"
"77686-4","Intellectual impairment scale [UPDRS]"
"77687-2","Thought disorder scale [UPDRS]"
"77688-0","Depression scale [UPDRS]"
"77689-8","Motivation or initiative scale [UPDRS]"
"77690-6","Speech scale [UPDRS]"
"77691-4","Salivation scale [UPDRS]"
"77692-2","Swallowing scale [UPDRS]"
"7769-3","Water Chestnut IgE Ab [Units/volume] in Serum"
"77693-0","Handwriting scale [UPDRS]"
"77694-8","Utensils scale [UPDRS]"
"77695-5","Dressing scale [UPDRS]"
"77696-3","Hygiene scale [UPDRS]"
"77697-1","Turning in bed and adjusting bed clothes scale [UPDRS]"
"77698-9","Fall scale [UPDRS]"
"77699-7","Walking freeze scale [UPDRS]"
"77700-3","Walking scale [UPDRS]"
"7770-1","Watermelon IgE Ab [Units/volume] in Serum"
"77701-1","Tremor scale [UPDRS]"
"77702-9","Sensory complaints related to parkinsonism scale [UPDRS]"
"77703-7","Dyskinesia duration per day in the past week [UPDRS]"
"77704-5","Dyskinesia disability in the past week [UPDRS]"
"77705-2","Dyskinesia pain in the past week [UPDRS]"
"77706-0","Early morning dystonia in the past week [UPDRS]"
"77707-8","Predictable off period indicator in the past week [UPDRS]"
"77708-6","Unpredictable off period indicator in the past week [UPDRS]"
"77709-4","Sudden off period indicator in the past week [UPDRS]"
"77710-2","Average proportion of waking day the patient is off in the past week [UPDRS]"
"77711-0","Patient has anorexia, nausea or vomiting in the past week [UPDRS]"
"77712-8","Sleep disturbances indicator in the past week [UPDRS]"
"77713-6","Symptomatic orthostasis indicator in the past week [UPDRS]"
"77714-4","Modified Hoen and Yahr stage [UPDRS]"
"77715-1","Schwab England activities of daily living scale [UPDRS]"
"77716-9","Schwab England activities of daily living with dyskinesia scale [UPDRS]"
"77717-7","Unified Parkinson's Disease Rating Scale (UPDRS) panel"
"77718-5","Mentation, behavior and mood panel [UPDRS]"
"7771-9","Watermelon IgG Ab [Units/volume] in Serum"
"77719-3","Activities of daily living panel [UPDRS]"
"77720-1","Motor examination panel [UPDRS]"
"77721-9","Complications of therapy panel in the past week [UPDRS]"
"77722-7","Dyskinesias panel [UPDRS]"
"77723-5","Clinical fluctuations panel [UPDRS]"
"77724-3","Other complications panel [UPDRS]"
"77725-0","Factor VIII+von Willebrand factor (vWf) ristocetin cofactor given [Units/volume] by vWF dosing"
"77726-8","Factor VIII+von Willebrand factor (vWf) ristocetin cofactor given [Units/volume] by FVIII dosing"
"7772-7","Wheat triggered histamine release [Units/volume] in Blood"
"77727-6","XXX allergen triggered histamine release [Units/volume] in Blood"
"77728-4","Serotonin release 0.2 IU/mL heparin.unfractionated [Units/volume] in Serum"
"77729-2","oxyMORphone [Mass/volume] in Serum, Plasma or Blood by Confirmatory method"
"777-3","Platelets [#/volume] in Blood by Automated count"
"77730-0","oxyCODONE [Mass/volume] in Serum, Plasma or Blood by Confirmatory method"
"77731-8","oxyCODONE+oxyMORphone [Interpretation] in Serum, Plasma or Blood Qualitative by Confirmatory method"
"77732-6","oxyCODONE+oxyMORphone [Presence] in Serum, Plasma or Blood by Screen method"
"77733-4","Gamma hydroxybutyrate [Presence] in Specimen by Screen method"
"77734-2","Mycobacterium abscessus complex clarithromycin resistance erm(41) full length gene [Presence] by Molecular method"
"7773-5","Deprecated Cultivated Wheat IgE Ab [Units/volume] in Serum"
"77735-9","Mycobacterium abscessus complex clarithromycin resistance erm(41) truncated gene [Presence] by Molecular method"
"77736-7","Mycobacterium abscessus complex clarithromycin resistance erm(41) gene [Interpretation] by Molecular method"
"77737-5","Mycobacterium abscessus complex clarithromycin resistance erm(41) gene panel by Molecular genetics method"
"77738-3","Line Flush [Type]"
"77739-1","Mother's Hepatitis B virus surface Ag status"
"77740-9","Norcotinine [Mass/volume] in Urine"
"77741-7","Streptavidin [Presence] in Serum or Plasma by Immunoblot"
"77742-5","HTLV I and II panel - Serum or Plasma by Immunoblot"
"7774-3","Cow whey IgE Ab [Units/volume] in Serum"
"77743-3","Toxocara sp Ab [Presence] in Ocular fluid by Immunoassay"
"77744-1","HTLV I and II Ab band pattern [Interpretation] in Serum or Plasma"
"77745-8","HTLV I p19-I Ab [Presence] in Serum or Plasma by Immunoblot"
"77746-6","HTLV I gp46-I Ab [Presence] in Serum or Plasma by Immunoblot"
"77747-4","HTLV II gp46-II Ab [Presence] in Serum or Plasma by Immunoblot"
"77748-2","PCDH15 gene c.733C>T [Presence] in Blood or Tissue by Molecular genetics method"
"77749-0","CLRN1 gene c.144T>G [Presence] in Blood or Tissue by Molecular genetics method"
"7775-0","Whitefish IgE Ab [Units/volume] in Serum"
"77750-8","DLD gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal"
"77751-6","TMEM216 gene c.218G>T [Presence] in Blood or Tissue by Molecular genetics method"
"77752-4","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP) cutoff [Mass/volume] in Urine for Screen method"
"77753-2","Tumor morphology panel Cancer"
"77754-0","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP) cutoff [Mass/volume] in Urine for Confirmatory method"
"77755-7","6-Monoacetylmorphine (6-MAM) cutoff [Mass/volume] in Saliva (oral fluid) for Confirmatory method"
"77756-5","7-Aminoclonazepam cutoff [Mass/volume] in Saliva (oral fluid) for Confirmatory method"
"77757-3","7-Hydroxyquetiapine [Mass/volume] in Urine by Confirmatory method"
"77758-1","7-Hydroxyquetiapine cutoff [Mass/volume] in Urine for Confirmatory method"
"77759-9","9-Hydroxyrisperidone cutoff [Mass/volume] in Urine for Confirmatory method"
"77760-7","ARIPiprazole cutoff [Mass/volume] in Urine for Confirmatory method"
"77761-5","ARIPiprazole [Mass/volume] in Urine by Confirmatory method"
"77762-3","Alpha hydroxyalprazolam cutoff [Mass/volume] in Saliva (oral fluid) for Confirmatory method"
"77763-1","ALPRAZolam cutoff [Mass/volume] in Saliva (oral fluid) for Confirmatory method"
"77764-9","Buprenorphine cutoff [Mass/volume] in Urine for Confirmatory method"
"77765-6","Citalopram+Escitalopram [Mass/volume] in Urine by Confirmatory method"
"77766-4","clonazePAM cutoff [Mass/volume] in Saliva (oral fluid) for Confirmatory method"
"77767-2","Codeine cutoff [Mass/volume] in Saliva (oral fluid) for Confirmatory method"
"7776-8","Whitefish IgG Ab [Units/volume] in Serum"
"77768-0","Ethanol cutoff [Mass/volume] in Urine for Confirmatory method"
"77769-8","Ethyl glucuronide cutoff [Mass/volume] in Urine for Confirmatory method"
"77770-6","HYDROmorphone cutoff [Mass/volume] in Saliva (oral fluid) for Confirmatory method"
"77771-4","JWH-081 5-hydroxypentyl (synthetic cannabinoid metabolite) [Mass/volume] in Urine by Confirmatory method"
"77772-2","Methylenedioxyethylamphetamine cutoff [Mass/volume] in Urine for Confirmatory method"
"77773-0","Morphine cutoff [Mass/volume] in Saliva (oral fluid) for Confirmatory method"
"77774-8","Norbuprenorphine cutoff [Mass/volume] in Urine for Confirmatory method"
"77775-5","Norfentanyl cutoff [Mass/volume] in Urine for Confirmatory method"
"7777-6","Wild Rice IgE Ab [Units/volume] in Serum"
"77776-3","Norhydrocodone cutoff [Mass/volume] in Saliva (oral fluid) for Confirmatory method"
"77777-1","Normeperidine cutoff [Mass/volume] in Urine for Confirmatory method"
"77778-9","Noroxycodone cutoff [Mass/volume] in Saliva (oral fluid) for Confirmatory method"
"77779-7","Noroxycodone cutoff [Mass/volume] in Urine for Confirmatory method"
"77780-5","oxyMORphone cutoff [Mass/volume] in Saliva (oral fluid) for Confirmatory method"
"77781-3","Pregabalin cutoff [Mass/volume] in Urine for Confirmatory method"
"77782-1","PROMIS short form - alcohol - positive consequences 7a - version 1.0 raw score"
"77783-9","PROMIS short form - alcohol - positive expectancies 7a - version 1.0 raw score"
"7778-4","Pussy Willow IgE Ab [Units/volume] in Serum"
"77784-7","PROMIS alcohol - positive outcomes - version 1.0 Tscore"
"77785-4","PROMIS alcohol - negative consequences - version 1.0 Tscore"
"77786-2","PROMIS alcohol - positive expectancies - version 1.0 Tscore"
"77787-0","Buprenorphine cutoff [Mass/volume] in Urine for Screen method"
"77788-8","cloZAPine cutoff [Mass/volume] in Urine for Confirmatory method"
"77789-6","PROMIS alcohol - negative expectancies - version 1.0 Tscore"
"77790-4","Cocaine cutoff [Mass/volume] in Saliva (oral fluid) for Confirmatory method"
"77791-2","Benzoylecgonine cutoff [Mass/volume] in Saliva (oral fluid) for Confirmatory method"
"7779-2","Wingscale IgE Ab [Units/volume] in Serum"
"77792-0","PROMIS short form - emotional support 4a - version 2.0 raw score"
"77793-8","PROMIS short form - alcohol - negative expectancies 7a - version 1.0 raw score"
"77794-6","PROMIS short form - alcohol - negative consequences 7a - version 1.0 raw score"
"77795-3","PROMIS short form - alcohol - alcohol use 7a - version 1.0 raw score"
"77796-1","PROMIS short form - physical function 8b - version 1.2 raw score"
"77797-9","PROMIS short form - physical function 6b - version 1.2 raw score"
"77798-7","PROMIS short form - social isolation 8a - version 2.0 raw score"
"77799-5","PROMIS short form - social isolation 6a - version 2.0 raw score"
"77-8","ceFAZolin [Susceptibility] by Disk diffusion (KB)"
"7780-0","Winterfat IgE Ab [Units/volume] in Serum"
"77800-1","PROMIS short form - social isolation 4a - version 2.0 raw score"
"77801-9","PROMIS short form - satisfaction with social roles and activities 8a - version 2.0 raw score"
"77802-7","PROMIS short form - satisfaction with social roles and activities 6a - version 2.0 raw score"
"77803-5","PROMIS short form - satisfaction with social roles and activities 4a - version 2.0 raw score"
"77804-3","PROMIS short form - instrumental support 8a - version 2.0 raw score"
"77805-0","PROMIS short form - instrumental support 6a - version 2.0 raw score"
"77806-8","PROMIS short form - instrumental support 4a - version 2.0 raw score"
"77807-6","PROMIS short form - informational support 8a - version 2.0 raw score"
"77808-4","PROMIS short form - informational support 6a - version 2.0 raw score"
"77809-2","PROMIS short form - informational support 4a - version 2.0 raw score"
"778-1","Platelets [#/volume] in Blood by Manual count"
"77810-0","PROMIS short form - emotional support 8a - version 2.0 raw score"
"77811-8","PROMIS short form - emotional support 6a - version 2.0 raw score"
"77812-6","PROMIS short form - companionship 6a - version 2.0 raw score"
"77813-4","PROMIS short form - companionship 4a - version 2.0 raw score"
"77814-2","PROMIS short form - ability to participate in social roles and activities 8a - version 2.0 raw score"
"77815-9","PROMIS short form - satisfaction with participation in social roles 4a - version 1.0 raw score"
"77816-7","PROMIS short form - sleep disturbance 6a - version 1.0 raw score"
"77817-5","PROMIS short form - physical function 20a - version 1.0 raw score"
"7781-8","Wormwood IgG Ab [Units/volume] in Serum"
"77818-3","PROMIS short form - satisfaction with participation in social roles 8a - version 1.0 raw score"
"77819-1","PROMIS short form - physical function 4a - version 1.0 raw score"
"77820-9","PROMIS short form - emotional distress - anxiety 4a - version 1.0 raw score"
"77821-7","PROMIS short form - emotional distress - depression 4a - version 1.0 raw score"
"77822-5","PROMIS short form - fatigue 4a - version 1.0 raw score"
"77824-1","PROMIS short form - pain interference 8a - version 1.0 raw score"
"77825-8","PROMIS short form - pain intensity 3a - version 1.0 raw score"
"7782-6","Yam IgE Ab in Serum"
"77826-6","PROMIS short form - sleep disturbance 4a - version 1.0 raw score"
"77827-4","PROMIS short form - physical function 10a - version 1.0 raw score"
"77828-2","PROMIS short form - sleep impairment 8a - version 1.0 raw score"
"77829-0","PROMIS short form - sleep disturbance 8b - version 1.0 raw score"
"77830-8","PROMIS short form - satisfaction with participation in social roles 7a - version 1.0 raw score"
"77831-6","PROMIS short form - satisfaction with participation in DSA 7a - version 1.0 raw score"
"77832-4","PROMIS short form - pain behavior 7a - version 1.0 raw score"
"77833-2","PROMIS short form - pain interference 6b - version 1.0 raw score"
"7783-4","Deprecated Bakers Yeast IgE Ab [Units/volume] in Serum"
"77834-0","PROMIS short form - fatigue 7a - version 1.0 raw score"
"77835-7","PROMIS short form - emotional distress - depression 8b - version 1.0 raw score"
"77836-5","PROMIS short form - emotional distress - anxiety 7a - version 1.0 raw score"
"77837-3","PROMIS short form - emotional distress - anger 8a - version 1.0 raw score"
"77838-1","PROMIS short form - global - version 1.1 raw score"
"77839-9","PROMIS pediatric short form - pain interference 8a - version 1.0 raw score"
"77840-7","PROMIS pediatric short form - fatigue 10a - version 1.0 raw score"
"77841-5","PROMIS pediatric short form - peer relationships 8a - version 1.0 raw score"
"7784-2","Baker's yeast triggered histamine release [Units/volume] in Blood"
"77842-3","PROMIS pediatric short form - asthma 8a - version 1.0 raw score"
"77843-1","PROMIS pediatric short form - physical function - upper extremity 8a - version 1.0 raw score"
"77844-9","PROMIS pediatric short form - physical function - mobility 8a - version 1.0 raw score"
"77845-6","PROMIS pediatric short form - emotional distress - anxiety 8a - version 1.0 raw score"
"77846-4","PROMIS pediatric short form - emotional distress - anger - version 1.0 raw score"
"77847-2","PROMIS pediatric short form - depressive symptoms - version 1.0 raw score"
"77848-0","PROMIS alcohol - alcohol use - version 1.0 Tscore"
"77849-8","PROMIS social isolation - version 2.0 Tscore"
"77850-6","PROMIS instrumental support - version 2.0 Tscore"
"77851-4","PROMIS informational support - version 2.0 Tscore"
"77852-2","PROMIS emotional support - version 2.0 Tscore"
"77853-0","PROMIS companionship - version 2.0 Tscore"
"77854-8","PROMIS ability to participate in social roles and activities - version 2.0 Tscore"
"77855-5","PROMIS satisfaction with social roles and activities - version 2.0 Tscore"
"77856-3","PROMIS pain behavior - version 1.0 Tscore"
"77857-1","PROMIS satisfaction with participation in roles - version 1.0 Tscore"
"77858-9","PROMIS satisfaction with participation in DSA - version 1.0 Tscore"
"7785-9","Brewer's yeast triggered histamine release [Units/volume] in Blood"
"77859-7","PROMIS sleep related impairment - version 1.0 Tscore"
"77860-5","PROMIS sleep disturbance - version 1.0 Tscore"
"77861-3","PROMIS emotional distress - depression - version 1.0 Tscore"
"77862-1","PROMIS emotional distress - anxiety - version 1.0 Tscore"
"77863-9","PROMIS emotional distress - anger - version 1.0 Tscore"
"77864-7","PROMIS fatigue - version 1.0 Tscore"
"77865-4","PROMIS pain interference - version 1.0 Tscore"
"77866-2","PROMIS physical function - version 1.0 Tscore"
"7786-7","Yew IgE Ab [Units/volume] in Serum"
"77867-0","PROMIS pediatric physical function - upper extremity - version 1.0 Tscore"
"77868-8","PROMIS pediatric peer relationships - version 1.0 Tscore"
"77869-6","PROMIS pediatric pain interference - version 1.0 Tscore"
"77870-4","Deprecated PROMIS pediatric physical function: mobility - version 1.0 Tscore"
"77871-2","PROMIS pediatric fatigue - version 1.0 Tscore"
"77872-0","PROMIS pediatric asthma - version 1.0 Tscore"
"77873-8","PROMIS pediatric emotional distress - anxiety - version 1.0 Tscore"
"77874-6","PROMIS physical function - version 1.2 Tscore"
"7787-5","Yogurt IgE Ab [Units/volume] in Serum"
"77875-3","PROMIS pediatric short form - emotional distress - anxiety 8b - version 1.1"
"77876-1","Phencyclidine cutoff [Mass/volume] in Saliva (oral fluid) for Confirmatory method"
"77877-9","Ziprasidone [Mass/volume] in Urine by Confirmatory method"
"77878-7","Ziprasidone cutoff [Mass/volume] in Urine for Confirmatory method"
"77879-5","Tapentadol cutoff [Mass/volume] in Urine for Confirmatory method"
"77880-3","risperiDONE [Mass/volume] in Urine by Confirmatory method"
"77881-1","risperiDONE cutoff [Mass/volume] in Urine for Confirmatory method"
"77882-9","Dehydroaripiprazole cutoff [Mass/volume] in Urine for Confirmatory method"
"7788-3","Yogurt IgG Ab [Units/volume] in Serum"
"77883-7","QUEtiapine cutoff [Mass/volume] in Urine for Confirmatory method"
"77884-5","Dehydroaripiprazole [Mass/volume] in Urine by Confirmatory method"
"77885-2","Ethyl sulfate cutoff [Mass/volume] in Urine for Confirmatory method"
"77886-0","Nortriptyline cutoff [Mass/volume] in Urine for Confirmatory method"
"77887-8","OLANZapine cutoff [Mass/volume] in Urine for Confirmatory method"
"77888-6","OLANZapine [Mass/volume] in Urine by Confirmatory method"
"77889-4","Left ventricular Ejection fraction by US.M-mode+Calculated by cube method"
"77890-2","Left ventricular Ejection fraction by US.2D+Calculated by cube method"
"7789-1","Acanthocytes [Presence] in Blood by Light microscopy"
"77891-0","Left ventricular Ejection fraction by US.2D+Calculated by Teichholz method"
"77892-8","Left ventricular Ejection fraction by US.2D+Calculated by modified Simpson method"
"77893-6","Left ventricular Myocardial mass by US.M-mode+Calculated by cube method"
"77894-4","Left ventricular Myocardial mass by US.2D+Calculated by truncated ellipsoid method"
"77895-1","Left ventricular Myocardial mass by US.2D+Calculated by Devereux method"
"77896-9","Left ventricular Myocardial mass by US.2D+Calculated by area-length method"
"77897-7","Left ventricular Myocardial mass/Body surface area [Mass/Area] by US 2D"
"77898-5","Left ventricular Myocardial mass/Body surface area [Mass/Area] by US.M-mode+Calculated by cube method"
"77899-3","Left ventricular Myocardial mass/Body surface area [Mass/Area] by US.2D+Calculated by truncated ellipsoid method"
"77900-9","Left ventricular Myocardial mass/Body surface area [Mass/Area] by US.2D+Calculated by area-length method"
"77901-7","Right ventricular Minor axis at end diastole.parasternal long axis [Length] by US 2D"
"77902-5","Right ventricular Minor axis at end diastole [Length] by US.2D.A4C"
"77903-3","Tricuspid valve annulus Excursion distance during systole by US.M-mode"
"77904-1","Left atrial End-systolic volume by US.2D+Calculated by modified Simpson method"
"77905-8","Left atrial End-systolic volume by US.2D+Calculated by area-length method"
"77906-6","Left atrial End-systolic volume/Body surface area [Volume/Area] by US.2D+Calculated by modified Simpson method"
"77907-4","Left atrial End-systolic volume/Body surface area [Volume/Area] by US.2D+Calculated by area-length method"
"77908-2","Aortic valve Vena contracta diameter by US.doppler"
"7790-9","Burr cells [Presence] in Blood by Light microscopy"
"77909-0","Aortic valve Effective regurgitant orifice area by US.doppler+Calculated by PISA method"
"77910-8","Aortic valve Effective regurgitant orifice area by US.doppler+Calculated by volumetric method"
"77911-6","Deprecated Aortic valve regurgitant jet Regurgitation degree by US"
"77912-4","Aortic valve Stenosis degree by US"
"77913-2","Mitral valve Vena contracta diameter by US.doppler"
"77914-0","Mitral valve Effective regurgitant orifice area by US.doppler+Calculated by volumetric method"
"77915-7","Deprecated Mitral valve regurgitant jet Regurgitation degree by US"
"77916-5","Mitral valve Stenosis degree by US"
"7791-7","Dacrocytes [Presence] in Blood by Light microscopy"
"77917-3","Tricuspid valve Vena contracta diameter by US.doppler"
"77918-1","Pulmonic valve Vena contracta diameter by US.doppler"
"77919-9","Deprecated Pulmonic valve regurgitant jet Regurgitation degree by US"
"77920-7","Left ventricular Myocardial mass/Height exp 2.7 [Mass/Area] by US 2D"
"77921-5","Left ventricular Myocardial mass/Height exp 2.7 [Mass/Area] by US.M-mode+Calculated by cube method"
"77922-3","Left ventricular Myocardial mass/Height exp 2.7 [Mass/Area] by US.2D+Calculated by area-length method"
"77923-1","Left ventricular Myocardial mass/Height exp 2.7 [Mass/Area] by US.2D+Calculated by truncated ellipsoid method"
"77924-9","Enterobacteriaceae.carbapenem resistant [Presence] in Anorectal or stool specimen by Organism specific culture"
"7792-5","Dohle body [Presence] in Blood by Light microscopy"
"77925-6","Cortisol [Moles/volume] in Serum or Plasma --10 minutes post XXX challenge"
"77926-4","Cortisol [Moles/volume] in Serum or Plasma --3 minutes post XXX challenge"
"77927-2","Cortisol [Moles/volume] in Serum or Plasma --5 minutes post XXX challenge"
"77928-0","Cortisol [Moles/volume] in Serum or Plasma --75 minutes post XXX challenge"
"77929-8","Cortisol [Moles/volume] in Serum or Plasma --3.5 hours post XXX challenge"
"77930-6","Cortisol [Moles/volume] in Serum or Plasma --4 hours post XXX challenge"
"77931-4","Cortisol [Moles/volume] in Serum or Plasma --6 hours post XXX challenge"
"77932-2","Cortisol [Moles/volume] in Serum or Plasma --8 hours post XXX challenge"
"7793-3","Howell-Jolly bodies [Presence] in Blood by Light microscopy"
"77933-0","Cortisol [Moles/volume] in Serum or Plasma --9 hours post XXX challenge"
"77934-8","Cortisol [Moles/volume] in Serum or Plasma --9.5 hours post XXX challenge"
"77935-5","Cortisol [Moles/volume] in Serum or Plasma --10 hours post XXX challenge"
"77936-3","Cortisol [Moles/volume] in Serum or Plasma --10.5 hours post XXX challenge"
"77937-1","Cortisol [Moles/volume] in Serum or Plasma --12 hours post XXX challenge"
"77938-9","Deprecated Cortisol [Moles/volume] in Serum or Plasma --124 hours post XXX challenge"
"77939-7","Corticotropin [Moles/volume] in Plasma --45 minutes post XXX challenge"
"77940-5","Albumin [Mass/volume] by Electrophoresis in Urine collected for unspecified duration"
"7794-1","Normocytic/Normochromic polychromasia [Presence] in Blood by Light microscopy"
"77941-3","Final patient acuity NEMSIS"
"77942-1","CD8+CD3- cells/cells in Specimen"
"77943-9","Schistosoma mansoni+haematobium+intercalatum [Titer] in Serum by Hemagglutination"
"77944-7","CD11a cells/cells in Specimen"
"77945-4","Deprecated Cells.CD4+CD3-/100 cells in Unspecified specimen"
"77946-2","CD42b cells/cells in Specimen"
"77947-0","CD9 cells/cells in Specimen"
"77948-8","FLAER cells/cells in Specimen"
"77949-6","Streptococcus pneumoniae Ag [Presence] in Urine by Rapid immunoassay"
"77950-4","Toscana virus IgM Ab [Presence] in Serum by Immunoassay"
"77951-2","Toscana virus IgG Ab [Presence] in Serum by Immunoassay"
"77952-0","Trypanosoma cruzi Ab [Presence] in Serum, Plasma or Blood by Rapid immunoassay"
"77953-8","West Nile virus IgG Ab [Presence] in Cerebral spinal fluid by Immunoassay"
"77954-6","Yellow fever virus IgG Ab [Presence] in Serum by Immunofluorescence"
"77955-3","Yellow fever virus IgM Ab [Presence] in Serum by Immunofluorescence"
"77956-1","Yersinia enterocolitica O:3 IgG Ab [Presence] in Serum by Agglutination"
"77957-9","Yersinia enterocolitica O:9 IgG Ab [Presence] in Serum by Agglutination"
"7795-8","Pappenheimer bodies [Presence] in Blood by Light microscopy"
"77958-7","Dengue virus 1 and 2 and 3 and 4 RNA [Identifier] in Cerebral spinal fluid by NAA with probe detection"
"77959-5","Yellow fever virus ns5 gene [Presence] in Cerebral spinal fluid by NAA with non-probe detection"
"77960-3","Penicillin Parenteral [Susceptibility] by Disk diffusion (KB)"
"77961-1","cloZAPine [Mass/volume] in Urine by Confirmatory method"
"77962-9","Obstetrics and Gynecology Summary note"
"77963-7","Birth defects diagnosis Narrative"
"77964-5","Cholesterol crystals [#/area] in Urine sediment by Microscopy low power field"
"77965-2","Immediate national notifiable condition"
"7796-6","Platelet clump [Presence] in Blood by Light microscopy"
"77966-0","Reporting state"
"77967-8","Reporting county"
"77968-6","National reporting jurisdiction"
"77969-4","Jurisdiction code"
"77970-2","Date of initial report"
"77972-8","Earliest date reported to county"
"77973-6","Earliest date reported to state"
"7797-4","Rouleaux [Presence] in Blood by Light microscopy"
"77974-4","Whether the patient was hospitalized for condition of interest"
"77975-1","Earliest date of diagnosis"
"77976-9","Illness or injury end date"
"77977-7","Illness duration"
"77978-5","Patient died from illness of interest"
"77979-3","Case investigation start date"
"77980-1","Case is associated with a known outbreak"
"77981-9","Case outbreak name"
"7798-2","Smudge cells [Presence] in Blood by Light microscopy"
"77982-7","Jurisdiction where disease acquired"
"77983-5","Country of usual residence [Location]"
"77984-3","Country of exposure to illness [Location]"
"77985-0","State or province of exposure to illness"
"77986-8","City of exposure to illness"
"77987-6","County of exposure to illness [Location]"
"77988-4","Binational reporting criteria [CDC.PHIN]"
"77989-2","Disease transmission mode"
"779-9","Poikilocytosis [Presence] in Blood by Light microscopy"
"7799-0","Deprecated Fibrin D-dimer [Units/volume] in Platelet poor plasma"
"77990-0","Case class status [CDC.PHIN]"
"77991-8","MMWR Week [CDC.PHIN]"
"77992-6","MMWR Year [CDC.PHIN]"
"77993-4","State notifiable condition case identifier"
"77994-2","Date of first report to Centers for Disease Control and Prevention [CDC.PHIN]"
"77995-9","Date of first report to public health department"
"77996-7","Pregnancy status at time of illness or condition"
"77997-5","Legacy case identifier [CDC.PHIN]"
"77998-3","Age at time of case investigation"
"77999-1","Case notification comment"
"78000-7","Case notification panel [CDC.PHIN]"
"78001-5","Cytomegalovirus pp65 Ag/100000 PMN cells in Blood by Immunofluorescence"
"78002-3","CD34 dose in hematopoietic progenitor cell transfusion [#/mass] per recipient body mass"
"78003-1","Nucleated cell dose in hematopoietic progenitor cell transfusion [#/mass] per recipient body mass"
"78004-9","Staphylococcus aureus.vancomycin resistance [Susceptibility] Qualitative"
"78005-6","Physical therapy Summary registry report"
"7800-6","Phospholipid Ab [Units/volume] in Serum"
"78006-4","Isotopic Glomerular filtration rate/1.73 sq M [Volume Rate/Area] in Urine and Serum or Plasma"
"78007-2","HIV 1 proviral DNA [Logarithmic entitic number] (viral load) in Blood mononuclear cells by NAA with probe detection"
"78008-0","HIV 1 proviral DNA [Entitic number] (viral load) in Mononuclear cells from unspecified specimen by NAA with probe detection"
"78009-8","HIV 1 proviral DNA [Entitic number] (viral load) in Blood mononuclear cells by NAA with probe detection"
"78010-6","HIV 1 proviral DNA [Logarithmic entitic number] (viral load) in Mononuclear cells from unspecified specimen by NAA with probe detection"
"78011-4","Schistocytes/cells in Cord blood"
